Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,2023 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
"SOCIAL CHOICE AND WELFARE","SOC CHOICE WELFARE","SPRINGER","0176-1714","1432-217X","ECONOMICS","SSCI","1,375","0.5","0.24","34.57"%," 489/600 ","0.7","Q4","0.4","0.3"," 455/603 ","Q4","24.63","0.002","0.333","0.522","18.6","Q4","Q2","50","100"%,"13.1","15","50",
"PUBLIC FINANCE REVIEW","PUBLIC FINANC REV","SAGE PUBLICATIONS INC","1091-1421","1552-7530","ECONOMICS","ESCI","686","0.5","0.2","5.68"%," 489/600 ","0.9","Q3","0.4","0.1"," 483/603 ","Q4","19.98","0.001","0.132","0.472","18.6","Q4","Q3","34","100"%,"11.8","12.4","34",
"ATLANTIC ECONOMIC JOURNAL","ATLANTIC ECON J","SPRINGER","0197-4254","1573-9678","ECONOMICS","ESCI","399","0.5","0.19","20.63"%," 489/600 ","0.6","Q4","0.4","0.1"," 491/603 ","Q4","18.66","0","0.036","0.15","18.6","Q4","Q4","20","100"%,"13.7","11.2","20",
"Baltic Journal of Economic Studies","BALT J ECON STUD","BALTIC JOURNAL ECONOMIC STUDIES","2256-0742","2256-0963","ECONOMICS","ESCI","375","0.5","0.19","98.16"%," 489/600 ","0.4","Q4","0.4","0.1"," 491/603 ","Q4","18.66","0","0.106","0.076","18.6","Q4","Q4","139","100"%,"4","6.5","139",
"International Journal of Economic Theory","INT J ECON THEORY","WILEY","1742-7355","1742-7363","ECONOMICS","SSCI","170","0.5","0.19","17.05"%," 489/600 ","0.4","Q4","0.5","0.1"," 491/603 ","Q4","18.66","0","0.042","0.149","18.6","Q4","Q4","21","100"%,"8.2","15.4","21",
"Journal of Institutional Studies","J INST STUD","INT ASSOC INST RESEARCH","2076-6297","2412-6039","ECONOMICS","ESCI","85","0.5","0.18","96.7"%," 489/600 ","0.3","Q4","0.4","<0.1"," 497/603 ","Q4","17.66","0","0.023","0.069","18.6","Q4","Q4","24","100"%,"N/A","11","24",
"SCANDINAVIAN ECONOMIC HISTORY REVIEW","SCAND ECON HIST REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0358-5522","1750-2837","ECONOMICS","ESCI","240","0.5","0.18","72.5"%," 489/600 ","0.7","Q4","0.5","0.3"," 497/603 ","Q4","17.66","0","0.078","0.439","18.6","Q4","Q3","8","100"%,"10.3","18.3","8",
"Croatian Operational Research Review","CROAT OPER RES REV","CROATIAN OPERATIONAL RESEARCH SOC","1848-0225","1848-9931","ECONOMICS","ESCI","174","0.5","0.17","97.96"%," 489/600 ","0.7","Q4","0.3","0.3"," 502/603 ","Q4","16.83","0","0.027","0.136","18.6","Q4","Q4","16","100"%,"6.3","7.3","16",
"Economic and Social Changes-Facts Trends Forecast","ECON SOC CHANG","INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS","2307-0331","2312-9824","ECONOMICS","ESCI","225","0.5","0.17","98.77"%," 489/600 ","0.4","Q4","0.3","0.1"," 502/603 ","Q4","16.83","0","0.059","0.076","18.6","Q4","Q4","72","100"%,"3.5","6.9","72",
"International Studies of Economics","INT STUD ECON","WILEY","N/A","2831-3224","ECONOMICS","ESCI","18","0.5","0.17","87.93"%," 489/600 ","0.5","Q4","0.4","<0.1"," 502/603 ","Q4","16.83","0","0.007","0.105","18.6","Q4","Q4","22","100"%,"N/A","13.2","22",
"Economic Annals-XXI","ECON ANN-XXI","INST SOC TRANSFORMATION","1728-6220","1728-6239","ECONOMICS","ESCI","297","0.5","0.16","82.97"%," 489/600 ","0.6","Q4","0.5","0.1"," 510/603 ","Q4","15.51","0","0.064","0.084","18.6","Q4","Q4","27","100"%,"4.4","4","27",
"Malaysian Journal of Economic Studies","MALAYS J ECON STUD","PERSATUAN EKONOMI MALAYSIA","1511-4554","1511-4554","ECONOMICS","ESCI","98","0.5","0.16","0"%," 489/600 ","0.5","Q4","0.5","0.1"," 510/603 ","Q4","15.51","0","0.01","0.071","18.6","Q4","Q4","14","100"%,"N/A","8.7","14",
"Latin American Economic Review","LAT AM ECON REV","CENTRO INVESTIGACION & DOCENCIA ECONOMICAS-CIDE","2198-3526","2196-436X","ECONOMICS","SSCI","194","0.5","0.14","42.86"%," 489/600 ","2.1","Q2","0.5","<0.1"," 520/603 ","Q4","13.85","0","0.064","0.55","18.6","Q4","Q2","4","100"%,"4.9","13","4",
"B E Journal of Macroeconomics","BE J MACROECON","WALTER DE GRUYTER GMBH","2194-6116","1935-1690","ECONOMICS","SSCI","387","0.5","0.13","5.68"%," 489/600 ","0.4","Q4","0.5","<0.1"," 527/603 ","Q4","12.69","0","0.079","0.279","18.6","Q4","Q3","17","100"%,"11.4","13","17",
"Economia Agraria y Recursos Naturales","ECON AGRAR RECUR NAT","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","1578-0732","2174-7350","ECONOMICS","ESCI","128","0.5","0.13","100"%," 489/600 ","1.1","Q3","0.5","<0.1"," 527/603 ","Q4","12.69","0","0.042","0.322","18.6","Q4","Q3","12","100"%,"5.3","9.5","12",
"EGE ACADEMIC REVIEW","EGE ACAD REV","EGE UNIV, FAC ECONOMICS & ADMIN SCIENCES","1303-099X","1303-099X","ECONOMICS","ESCI","227","0.5","0.13","0.93"%," 489/600 ","0.4","Q4","0.5","0.1"," 527/603 ","Q4","12.69","0","0.021","0.067","18.6","Q4","Q4","47","61.7"%,"8.8","11.5","29",
"Ekonomski Vjesnik","EKON VJESN","SVEUCILISTE JOSIPA JURJA STROSSMAYERA & OSIJEKU, EKONOMSKI FAK","0353-359X","1847-2206","ECONOMICS","ESCI","135","0.5","0.13","89.8"%," 489/600 ","0.4","Q4","0.5","<0.1"," 527/603 ","Q4","12.69","0","0.023","0.069","18.6","Q4","Q4","30","100"%,"5.1","7.8","30",
"World Review of Political Economy","WORLD REV POLIT ECON","PLUTO JOURNALS","2042-891X","2042-8928","ECONOMICS","ESCI","122","0.5","0.13","82.61"%," 489/600 ","0.5","Q4","0.4","<0.1"," 527/603 ","Q4","12.69","0","0.04","0.185","18.6","Q4","Q4","17","100"%,"6.3","11.1","17",
"Ekonomska Misao i Praksa-Economic Thought and Practice","EKON MISAO PRAKSA","UNIV DUBROVNIK","1330-1039","1848-963X","ECONOMICS","ESCI","102","0.5","0.12","98.89"%," 489/600 ","0.4","Q4","0.5","0.1"," 539/603 ","Q4","10.70","0","0.014","0.05","18.6","Q4","Q4","30","83.33"%,"5","9.3","25",
"REICE-Revista Electronica de Investigacion en Ciencias Economicas","REICE-REV ELECTRON I","UNIV NACL AUTONOMA NICARAGUA","2308-782X","2308-782X","ECONOMICS","ESCI","166","0.5","0.12","54.32"%," 489/600 ","0.5","Q4","0.5","<0.1"," 539/603 ","Q4","10.70","0","0.023","0.094","18.6","Q4","Q4","34","100"%,"7.7","4.8","34",
"Central European Journal of Economic Modelling and Econometrics","CENT EUR J ECONOM MO","POLISH ACADEMY SCIENCES-LODZ BRANCH","2080-0886","2080-119X","ECONOMICS","ESCI","51","0.5","0.11","0"%," 489/600 ","0.3","Q4","0.4","<0.1"," 545/603 ","Q4","9.70","0","0.015","0.121","18.6","Q4","Q4","12","100"%,"N/A","13","12",
"Region et Developpement","REG DEV","EDITIONS L HARMATTAN","1267-5059","2117-0843","ECONOMICS","ESCI","115","0.5","0.01","0"%," 489/600 ","0.4","Q4","0.5","0.2"," 599/603 ","Q4","0.75","0","0.06","0.457","18.6","Q4","Q3","13","100"%,"9.9","13.5","13",
"Investigaciones de Historia Economica","INVESTIG HIST ECON","ASOC ESPANOLA HISTORIA ECONOMICA","1698-6989","2340-3373","ECONOMICS","ESCI","135","0.4","0.57","90.32"%," 515/600 ","0.5","Q4","0.3","0.2"," 269/603 ","Q2","55.47","0","0.073","0.416","14.2","Q4","Q3","20","100"%,"8.6","15.2","20",
"Journal of Applied Economics and Business Research","J APPL ECON BUS RES","JOURNAL APPLIED ECONOMICS & BUSINESS RESEARCH","1927-033X","1927-033X","ECONOMICS","ESCI","117","0.4","0.36","0"%," 515/600 ","0.9","Q3","0.2","<0.1"," 379/603 ","Q3","37.23","0","0.013","0.107","14.2","Q4","Q4","8","100"%,"6.1","11.7","8",
"JOURNAL OF MEDIA ECONOMICS","J MEDIA ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0899-7764","1532-7736","ECONOMICS","SSCI","251","0.4","0.28","0"%," 515/600 ","N/A","N/A","0.4","<0.1"," 426/603 ","Q3","29.44","0","0.013","N/A","14.2","Q4","N/A","4","100"%,"15.8","11.8","4",
"Revista de Historia Industrial","REV HIST INDUST","UNIV BARCELONA, DEPT HISTORIA, INST ECONOMIQUES","1132-7200","2385-3247","ECONOMICS","SSCI","186","0.4","0.28","62.79"%," 515/600 ","0.4","Q4","0.4","0.5"," 426/603 ","Q3","29.44","0","0.043","0.305","14.2","Q4","Q3","16","100"%,"13.3","21.8","16",
"Review of Economic Perspectives","REV ECON PERSPECT","SCIENDO","1213-2446","1804-1663","ECONOMICS","ESCI","128","0.4","0.23","100"%," 515/600 ","0.7","Q4","0.4","<0.1"," 462/603 ","Q4","23.47","0","0.021","0.119","14.2","Q4","Q4","13","100"%,"5.7","6.7","13",
"Manchester Journal of International Economic Law","MANCH J INT ECON LAW","ELECTRONIC PUBL LTD","1742-3945","1742-3945","ECONOMICS","ESCI","46","0.4","0.19","0"%," 515/600 ","0.3","Q4","0.3","<0.1"," 491/603 ","Q4","18.66","0","0.016","0.1","14.2","Q4","Q4","17","100"%,"N/A","6.1","17",
"Estudios de Economia","ESTUD ECONOMIA","UNIV CHILE DEPT ECONOMICS","0718-5286","0718-5286","ECONOMICS","SSCI","102","0.4","0.17","0"%," 515/600 ","0.5","Q4","0.4","0.1"," 502/603 ","Q4","16.83","0","0.009","0.104","14.2","Q4","Q4","12","100"%,"11.6","11.5","12",
"EKONOMICKY CASOPIS","EKON CAS","INST ECONOMICS RESEARCH SAS & INST FORECASTING CSPS SAS","0013-3035","0013-3035","ECONOMICS","SSCI","224","0.4","0.15","99.12"%," 515/600 ","0.5","Q4","0.4","0.1"," 515/603 ","Q4","14.68","0","0.031","0.07","14.2","Q4","Q4","27","100"%,"5.9","8.2","27",
"Journal of Interdisciplinary Economics","J INTERDISC ECON","SAGE PUBLICATIONS INDIA PVT LTD","0260-1079","2321-5305","ECONOMICS","ESCI","118","0.4","0.15","10.64"%," 515/600 ","0.7","Q4","0.4","0.2"," 515/603 ","Q4","14.68","0","0.023","0.164","14.2","Q4","Q4","11","90.91"%,"5.9","13.5","10",
"Economists Voice","ECON VOICE","WALTER DE GRUYTER GMBH","2194-6167","1553-3832","ECONOMICS","ESCI","85","0.4","0.14","28.57"%," 515/600 ","0.4","Q4","0.3","0.6"," 520/603 ","Q4","13.85","0","0.008","0.065","14.2","Q4","Q4","29","100"%,"N/A","4.3","29",
"Ekonomicheskaya politika","EKONOMICHESKAYA POLI","EKONOMICESKAA POLITIKA","1994-5124","2411-2658","ECONOMICS","ESCI","150","0.4","0.14","92.55"%," 515/600 ","0.4","Q4","0.4","0.1"," 520/603 ","Q4","13.85","0","0.031","0.084","14.2","Q4","Q4","26","100"%,"5.9","10.9","26",
"POLITICKA EKONOMIE","POLIT EKON","VYSOKA SKOLA EKONOMICKA","0032-3233","2336-8225","ECONOMICS","SSCI","121","0.4","0.14","100"%," 515/600 ","0.3","Q4","0.4","0.1"," 520/603 ","Q4","13.85","0","0.017","0.061","14.2","Q4","Q4","29","100"%,"6.9","8.9","29",
"Seoul Journal of Economics","SEOUL J ECON","SEOUL NATL UNIV, INST ECONOMIC RESEARCH","1225-0279","1225-0279","ECONOMICS","ESCI","112","0.4","0.14","0"%," 515/600 ","0.4","Q4","0.4","0.1"," 520/603 ","Q4","13.85","0","0.018","0.105","14.2","Q4","Q4","16","100"%,"10.3","14.7","16",
"International Journal of Economics Management and Accounting","INT J ECON MANAG ACC","IIUM PRESS","1394-7680","1394-7680","ECONOMICS","ESCI","166","0.4","0.13","0"%," 515/600 ","0.8","Q4","0.3","0.1"," 527/603 ","Q4","12.69","0","0.016","0.084","14.2","Q4","Q4","20","100"%,"5.7","10.9","20",
"International Real Estate Review","INT REAL ESTATE REV","GLOBAL SOCIAL SCIENCE INST","2154-8919","2154-8919","ECONOMICS","ESCI","144","0.4","0.13","0"%," 515/600 ","0.4","Q4","0.2","0.1"," 527/603 ","Q4","12.69","0","0.012","0.067","14.2","Q4","Q4","20","100"%,"12","12.2","20",
"Journal of Korea Trade","J KOREA TRADE","KOREA TRADE RESEARCH ASSOC","N/A","1229-828X","ECONOMICS","SSCI","184","0.4","0.13","0"%," 515/600 ","0.5","Q4","0.2","0.2"," 527/603 ","Q4","12.69","0","0.029","0.062","14.2","Q4","Q4","51","100"%,"3.9","9.1","51",
"Economics Bulletin","ECON BULL","ECONOMICS BULLETIN","1545-2921","1545-2921","ECONOMICS","ESCI","1,561","0.4","0.12","0"%," 515/600 ","0.5","Q4","0.4","2"," 539/603 ","Q4","10.70","0.001","0.251","0.119","14.2","Q4","Q4","3","100"%,"7.8","N/A","3",
"International Review","INT REV","FAC BUSINESS ECONOMICS & ENTREPRENEURSHIP","2217-9739","2217-9739","ECONOMICS","ESCI","147","0.4","0.12","88.37"%," 515/600 ","0.6","Q4","0.2","0.1"," 539/603 ","Q4","10.70","0","0.019","0.066","14.2","Q4","Q4","38","57.89"%,"4.3","6","22",
"Zagreb International Review of Economics & Business","ZAGREB INT REV ECON","WALTER DE GRUYTER GMBH","1331-5609","1849-1162","ECONOMICS","ESCI","197","0.4","0.12","98.51"%," 515/600 ","1.3","Q3","0.4","0.1"," 539/603 ","Q4","10.70","0","0.037","0.173","14.2","Q4","Q4","20","100"%,"5.5","14.4","20",
"Economic Theory Bulletin","ECON THEOR B","SPRINGER HEIDELBERG","2196-1085","2196-1093","ECONOMICS","ESCI","72","0.4","0.11","32.79"%," 515/600 ","0.3","Q4","0.4","0.2"," 545/603 ","Q4","9.70","0","0.075","0.376","14.2","Q4","Q3","18","100"%,"N/A","18.6","18",
"Revista Economia","REV ECON-PERU","PONTIFICIA UNIV CATOLICA PERU","0254-4415","2304-4306","ECONOMICS","ESCI","50","0.4","0.1","88.24"%," 515/600 ","0.5","Q4","0.4","<0.1"," 551/603 ","Q4","8.71","0","0.018","0.188","14.2","Q4","Q4","9","100"%,"N/A","12.2","9",
"REVUE ECONOMIQUE","REV ECON-FR","PRESSES FOND NAT SCI POLIT","0035-2764","1950-6694","ECONOMICS","ESCI","343","0.4","0.1","0.94"%," 515/600 ","0.4","Q4","0.4","0.2"," 551/603 ","Q4","8.71","0","0.076","0.202","14.2","Q4","Q4","33","100"%,"9.3","15.3","33",
"TRIMESTRE ECONOMICO","TRIMEST ECON","FONDO CULTURA ECONOMICA","0041-3011","0041-3011","ECONOMICS","SSCI","265","0.4","0.1","97.22"%," 515/600 ","0.5","Q4","0.4","0.1"," 551/603 ","Q4","8.71","0","0.044","0.137","14.2","Q4","Q4","31","96.77"%,"9.4","13.6","30",
"Croatian Economic Survey","CROAT ECON SURV","INST ECONOMICS, ZAGREB","1330-4860","1846-3878","ECONOMICS","ESCI","41","0.4","0.09","83.33"%," 515/600 ","0.4","Q4","0.4","<0.1"," 562/603 ","Q4","6.88","0","0.005","0.087","14.2","Q4","Q4","5","100"%,"N/A","6.4","5",
"International Journal of Computational Economics and Econometrics","INT J COMPUT ECON EC","INDERSCIENCE ENTERPRISES LTD","1757-1170","1757-1189","ECONOMICS","ESCI","105","0.4","0.08","1.59"%," 515/600 ","0.8","Q4","0.3","0.1"," 569/603 ","Q4","5.72","0","0.044","0.245","14.2","Q4","Q3","20","100"%,"5.4","13.2","20",
"Turkish Journal of Islamic Economics-TUJISE","TURK J ISLAMIC ECON","RESEARCH CENTER ISLAMIC ECONOMICS-IKAM","2147-9054","2148-3809","ECONOMICS","ESCI","42","0.4","0.08","52.17"%," 515/600 ","0.3","Q4","0.3","<0.1"," 569/603 ","Q4","5.72","0","0.005","0.035","14.2","Q4","Q4","16","100"%,"N/A","7.4","16",
"Regionologiya-Regionology Russian Journal of Regional Studies","REGIONOLOGIYA","NATL RESEARCH OGAREV MORDOVIA STATE UNIV","2413-1407","2587-8549","ECONOMICS","ESCI","40","0.3","0.22","99.09"%," 541/600 ","0.2","Q4","0.2","0.1"," 473/603 ","Q4","21.64","0","0.011","0.032","9.9","Q4","Q4","30","100"%,"N/A","4.3","30",
"Econ Journal Watch","ECON J WATCH","INST SPONTANEOUS ORDER ECONOMICS","1933-527X","1933-527X","ECONOMICS","SSCI","149","0.3","0.17","0"%," 541/600 ","0.5","Q4","0.2","0.7"," 502/603 ","Q4","16.83","0","0.029","0.229","9.9","Q4","Q3","12","100"%,"12.5","16.3","12",
"Review of Economic Design","REV ECON DES","SPRINGER HEIDELBERG","1434-4742","1434-4750","ECONOMICS","SSCI","169","0.3","0.17","22.22"%," 541/600 ","0.4","Q4","0.3","0.1"," 502/603 ","Q4","16.83","0","0.033","0.17","9.9","Q4","Q4","22","100"%,"11.7","15.6","22",
"Studia Europejskie-Studies in European Affairs","STUD EUROPEJSKIE","University of Warsaw Centre for Europe","1428-149X","2719-3780","ECONOMICS","ESCI","42","0.3","0.17","91.49"%," 541/600 ","N/A","N/A","0.2","<0.1"," 502/603 ","Q4","16.83","0","0.016","N/A","9.9","Q4","N/A","27","96.3"%,"N/A","6.6","26",
"Journal of Energy Markets","J ENERGY MARKETS","INCISIVE MEDIA","1756-3607","1756-3615","ECONOMICS","ESCI","104","0.3","0.13","0"%," 541/600 ","0.5","Q4","0.3","<0.1"," 527/603 ","Q4","12.69","0","0.021","0.162","9.9","Q4","Q4","9","100"%,"7.8","6.4","9",
"Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association","ZH NOVAYA EKON ASSOT","CONSAS CONFERENCE","2221-2264","2221-2264","ECONOMICS","ESCI","161","0.3","0.13","97.67"%," 541/600 ","0.4","Q4","0.2","<0.1"," 527/603 ","Q4","12.69","0","0.04","0.084","9.9","Q4","Q4","46","100"%,"5","7.6","46",
"International Journal of Transport Economics","INT J TRANSP ECON","FABRIZIO SERRA EDITORE","0391-8440","N/A","ECONOMICS","SSCI","229","0.3","0.12","0"%," 541/600 ","0.5","Q4","0.3","0.1"," 539/603 ","Q4","10.70","0","0.02","0.104","9.9","Q4","Q4","8","100"%,"11.2","5.2","8",
"B E Journal of Theoretical Economics","BE J THEOR ECON","WALTER DE GRUYTER GMBH","2194-6124","1935-1704","ECONOMICS","SSCI","226","0.3","0.11","6.38"%," 541/600 ","0.4","Q4","0.3","<0.1"," 545/603 ","Q4","9.70","0","0.054","0.161","9.9","Q4","Q4","18","100"%,"10.9","16.7","18",
"Independent Review","INDEP REV","INDEPENDENT INST","1086-1653","2169-3420","ECONOMICS","SSCI","293","0.3","0.11","0"%," 541/600 ","0.4","Q4","0.3","0.1"," 545/603 ","Q4","9.70","0","0.054","0.167","9.9","Q4","Q4","20","100"%,"12.4","24.7","20",
"Vestnik Sankt-Peterburgskogo Universiteta-Ekonomika-St Petersburg University Journal of Economic Studies","VESTN ST PETER U-EK","ST PETERSBURG UNIV PRESS","1026-356X","2542-226X","ECONOMICS","ESCI","55","0.3","0.11","89.74"%," 541/600 ","0.4","Q4","0.1","0.1"," 545/603 ","Q4","9.70","0","0.036","0.151","9.9","Q4","Q4","28","100"%,"N/A","8.4","28",
"Ekonomia i Prawo-Economics and Law","EKON PRAWO","UNIWERSYTET MIKOLAJA KOPERNIKA-NICOLAUS COPERNICUS UNIV","1898-2255","2392-1625","ECONOMICS","ESCI","79","0.3","0.1","99.27"%," 541/600 ","0.3","Q4","0.2","0.1"," 551/603 ","Q4","8.71","0","0.018","0.047","9.9","Q4","Q4","42","100"%,"N/A","7.7","42",
"Ekonomika i Matematiceskie Metody-Economics and Mathematical Methods","EKON MAT METOD","Russian Acad Sciences, State Acad Univ Humanities (GAUGN)","0424-7388","0424-7388","ECONOMICS","ESCI","93","0.3","0.1","0"%," 541/600 ","0.2","Q4","0.1","<0.1"," 551/603 ","Q4","8.71","0","0.009","0.024","9.9","Q4","Q4","43","100"%,"N/A","10.2","43",
"Indonesian Capital Market Review","INDONES CAP MARK REV","UNIV INDONESIA","1979-8997","2356-3818","ECONOMICS","ESCI","21","0.3","0.1","56"%," 541/600 ","0.3","Q4","0.2","<0.1"," 551/603 ","Q4","8.71","0","0.002","0.027","9.9","Q4","Q4","5","100"%,"N/A","5.8","5",
"Korean Economic Review","KOREAN ECON REV","KOREAN ECONOMIC ASSOCIATION","0254-3737","N/A","ECONOMICS","SSCI","63","0.3","0.1","0"%," 541/600 ","0.4","Q4","0.3","0.1"," 551/603 ","Q4","8.71","0","0.011","0.08","9.9","Q4","Q4","18","100"%,"N/A","15.4","18",
"Lecturas de Economia","LECT ECON","UNIV ANTIOQUIA, FAC CIENCIAS ECONOMICAS","0120-2596","2323-0622","ECONOMICS","ESCI","65","0.3","0.1","89.47"%," 541/600 ","N/A","N/A","0.3","0.1"," 551/603 ","Q4","8.71","0","0.012","N/A","9.9","Q4","N/A","17","94.12"%,"N/A","10.6","16",
"Revista Galega de Economia","REV GALEGA ECON","UNIV SANTIAGO COMPOSTELA","1132-2799","2255-5951","ECONOMICS","ESCI","107","0.3","0.1","89.55"%," 541/600 ","N/A","N/A","0.3","0.1"," 551/603 ","Q4","8.71","0","0.023","N/A","9.9","Q4","N/A","18","100"%,"4.9","7.8","18",
"Ekonomski Pregled","EKON PREGL","HRVATSKO DRUSTVO EKONOMISTA","0424-7558","1848-9494","ECONOMICS","ESCI","136","0.3","0.09","93.52"%," 541/600 ","0.4","Q4","0.3","0.1"," 562/603 ","Q4","6.88","0","0.019","0.062","9.9","Q4","Q4","34","88.24"%,"6.5","9.7","30",
"Eskisehir Osmangazi Universitesi IIBF Dergisi-Eskisehir Osmangazi University Journal of Economics and Administrative Sciences","ESKISEH OSMAN UNIV I","ESKISEHIR OSMANGAZI UNIV, FAC EDUCATION","1306-6730","1306-6730","ECONOMICS","ESCI","126","0.3","0.09","88.72"%," 541/600 ","0.3","Q4","0.3","<0.1"," 562/603 ","Q4","6.88","0","0.017","0.041","9.9","Q4","Q4","45","97.78"%,"5.4","10","44",
"Sosyoekonomi","SOSYOEKONOMI","SOSYOEKONOMI SOC","1305-5577","1305-5577","ECONOMICS","ESCI","171","0.3","0.09","98.94"%," 541/600 ","0.3","Q4","0.3","0.2"," 562/603 ","Q4","6.88","0","0.039","0.056","9.9","Q4","Q4","88","98.86"%,"3.5","10.6","87",
"Statistika-Statistics and Economy Journal","STATISTIKA","CESKY STATISTICAL OFFICE","0322-788X","1804-8765","ECONOMICS","ESCI","84","0.3","0.09","72.84"%," 541/600 ","0.2","Q4","0.2","<0.1"," 562/603 ","Q4","6.88","0","0.005","0.019","9.9","Q4","Q4","33","100"%,"N/A","11","33",
"Cuadernos de Economia","CUAD ECON-BOGOTA","UNIV NAC COLOMBIA, FAC CIENCIAS ECONOMICAS, CUADERNOS ECONOMIA","0121-4772","2248-4337","ECONOMICS","ESCI","193","0.3","0.08","58.33"%," 541/600 ","0.4","Q4","0.2","<0.1"," 569/603 ","Q4","5.72","0","0.03","0.104","9.9","Q4","Q4","28","100"%,"10.5","12.1","28",
"Journal of Philosophical Economics","J PHILOS ECON","EDITURA ASE","1843-2298","1844-8208","ECONOMICS","ESCI","61","0.3","0.08","0"%," 541/600 ","0.3","Q4","0.3","0.2"," 569/603 ","Q4","5.72","0","0.009","0.102","9.9","Q4","Q4","12","100"%,"N/A","15","12",
"Oeconomia-History Methodology Philosophy","OECONOMIA","ASSOC OECONOMIA","2113-5207","2269-8450","ECONOMICS","ESCI","89","0.3","0.08","46.15"%," 541/600 ","0.4","Q4","0.3","0.1"," 569/603 ","Q4","5.72","0","0.052","0.247","9.9","Q4","Q3","28","92.86"%,"N/A","13.7","26",
"Indian Journal of Economics and Development","INDIAN J ECON DEV","SOC ECONOMICS & DEVELOPMENT","2277-5412","2322-0430","ECONOMICS","ESCI","243","0.3","0.07","0"%," 541/600 ","0.2","Q4","0.2","0.1"," 580/603 ","Q4","3.90","0","0.031","0.028","9.9","Q4","Q4","103","96.12"%,"5.2","9.7","99",
"Cepal Review","CEPAL REV","COMISION ECONOMICA PARA AMERICA LATINA Y EL CARIBE","0251-2920","1684-0348","ECONOMICS","SSCI","511","0.3","0.05","0"%," 541/600 ","0.8","Q4","0.3","0.2"," 586/603 ","Q4","2.90","0","0.068","0.246","9.9","Q4","Q3","19","100"%,"11.7","13","19",
"Jahrbuch Fur Wirtschaftsgeschichte","JB WIRTSCHAFTSGESCHI","WALTER DE GRUYTER GMBH","0075-2800","2196-6842","ECONOMICS","ESCI","63","0.2","0.33","70.97"%," 566/600 ","N/A","N/A","0.2","<0.1"," 395/603 ","Q3","34.58","0","0.029","N/A","5.8","Q4","N/A","23","100"%,"N/A","27.5","23",
"Iberian Journal of the History of Economic Thought","IBER J HIST ECON TH","Ediciones Complutense","2386-5768","2386-5768","ECONOMICS","ESCI","12","0.2","0.24","94.59"%," 566/600 ","N/A","N/A","0.1","<0.1"," 455/603 ","Q4","24.63","0","0.007","N/A","5.8","Q4","N/A","14","100"%,"N/A","23.4","14",
"ECONOMIC AND SOCIAL REVIEW","ECON SOC REV","ECONOMIC & SOCIAL STUDIES","0012-9984","0012-9984","ECONOMICS","SSCI","335","0.2","0.23","0"%," 566/600 ","0.9","Q3","0.2","<0.1"," 462/603 ","Q4","23.47","0","0.077","0.434","5.8","Q4","Q3","11","100"%,"9.3","6.5","11",
"International Productivity Monitor","INT PRODUCT MONIT","CENTRE STUDY LIVING STANDARDS","1492-9759","1492-9767","ECONOMICS","ESCI","162","0.2","0.21","0"%," 566/600 ","0.7","Q4","0.1","0.2"," 478/603 ","Q4","20.81","0","0.012","0.096","5.8","Q4","Q4","17","88.24"%,"6.7","6.3","15",
"JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT","J INST THEOR ECON","J C B MOHR","0932-4569","1614-0559","ECONOMICS","SSCI","646","0.2","0.13","0"%," 566/600 ","0.3","Q4","0.2","0.9"," 527/603 ","Q4","12.69","0","0.046","0.198","5.8","Q4","Q4","27","100"%,"23.3","14.5","27",
"Annals of Economics and Finance","ANN ECON FINANC","WUHAN UNIV JOURNALS PRESS","1529-7373","1529-7373","ECONOMICS","SSCI","392","0.2","0.11","0"%," 566/600 ","0.5","Q4","0.2","<0.1"," 545/603 ","Q4","9.70","0","0.019","0.092","5.8","Q4","Q4","18","100"%,"10.9","18.2","18",
"Custos e Agronegocio On Line","CUST AGRONEGOCIO","UNIV FED RURAL PERNAMBUCO, DEPT ADMINISTRACAO","1808-2882","1808-2882","ECONOMICS","SSCI","236","0.2","0.1","0"%," 566/600 ","0.3","Q4","0.2","<0.1"," 551/603 ","Q4","8.71","0","0.032","0.033","5.8","Q4","Q4","31","100"%,"5","10.7","31",
"Homo Oeconomicus-Journal of Behavioral and Institutional Economics","HOMO OECON","SPRINGER HEIDELBERG","0943-0180","2366-6161","ECONOMICS","ESCI","58","0.2","0.1","40.63"%," 566/600 ","0.1","Q4","0.2","N/A"," 551/603 ","Q4","8.71","0","0.005","0.038","5.8","Q4","Q4","0","N/A","N/A","N/A","0",
